@RELATION interest 

@ATTRIBUTE previousWord2 {VBG,VBD,``,VBP,WDT,JJ,WP,VBZ,DT,NULL,PP,RP,NN,),(,RBR,FW,POS,TO,RB,NP,NNS,VB,AB,WRB,CC,RBS,#,VBN,EX,IN,X,MD,JJS,JJR,SYM,UH,NPS}
@ATTRIBUTE previousWord1 {VBG,VBD,``,VBP,WDT,JJ,WP,VBZ,DT,NULL,PP,RP,NN,),(,RBR,FW,POS,TO,RB,NP,NNS,VB,AB,WRB,CC,RBS,#,VBN,EX,IN,X,MD,JJS,JJR,SYM,UH,NPS}
@ATTRIBUTE nextWord1 {VBG,VBD,``,VBP,WDT,JJ,WP,VBZ,DT,NULL,PP,RP,NN,),(,RBR,FW,POS,TO,RB,NP,NNS,VB,AB,WRB,CC,RBS,#,VBN,EX,IN,X,MD,JJS,JJR,SYM,UH,NPS}
@ATTRIBUTE nextWord2 {VBG,VBD,``,VBP,WDT,JJ,WP,VBZ,DT,NULL,PP,RP,NN,),(,RBR,FW,POS,TO,RB,NP,NNS,VB,AB,WRB,CC,RBS,#,VBN,EX,IN,X,MD,JJS,JJR,SYM,UH,NPS}
@ATTRIBUTE class {1,2,3,4,5,6} 
@DATA
VBG,NULL,X,NULL,4
IN,DT,IN,NULL,5
TO,JJR,NNS,RB,6
NP,POS,IN,NNS,1
AB,NN,IN,NP,5
NN,NP,DT,NN,1
CC,VBN,TO,DT,6
NP,VBZ,IN,NN,5
VB,NN,IN,NN,3
NN,NP,MD,VB,6
IN,JJ,NNS,RB,6
NN,JJ,NNS,RB,6
JJ,JJ,NNS,IN,6
NULL,JJS,NULL,PP,4
NNS,VBG,IN,DT,1
NN,WRB,NNS,VB,6
NN,IN,NNS,VBN,6
IN,DT,NN,IN,6
AB,NN,NNS,CC,6
DT,JJ,NNS,VBD,6
VBD,JJR,NNS,CC,6
MD,JJR,NNS,WDT,6
NN,DT,IN,DT,6
VB,NP,NNS,VB,6
JJ,NN,MD,RB,5
NN,IN,NNS,CC,6
IN,NP,NNS,MD,6
NULL,JJS,NULL,PP,4
TO,NN,VBD,TO,5
JJ,NN,VBN,TO,5
IN,JJ,IN,NN,5
NP,JJ,VBD,IN,5
IN,JJ,NNS,CC,6
RB,IN,NN,JJ,6
NULL,JJ,TO,VB,4
IN,NP,NNS,X,6
NN,IN,IN,NN,6
NN,NNS,NNS,NP,6
NP,POS,NN,IN,6
AB,NN,VBP,JJ,6
VB,JJ,X,NULL,3
JJ,JJ,IN,VBG,6
VB,DT,IN,DT,6
DT,NULL,PP,VB,6
DT,JJR,NN,IN,6
VBZ,DT,IN,VBG,1
VBG,RBR,IN,DT,1
DT,JJ,X,NULL,4
NN,CC,NN,CC,6
NN,RB,RB,DT,2
NN,NN,CC,NP,5
AB,NN,X,NULL,5
DT,VBG,VBP,VBN,5
VB,VBD,IN,VBG,1
IN,NULL,NULL,PP,1
CC,VB,IN,JJ,1
NN,CC,NN,NULL,6
NN,VBG,NNS,TO,6
NNS,IN,NNS,IN,6
VBP,JJR,NNS,IN,6
VB,JJR,NNS,IN,6
IN,JJ,IN,DT,1
IN,JJ,IN,NN,5
AB,NN,IN,DT,5
VBP,JJ,IN,AB,6
NN,POS,IN,DT,4
VB,JJ,X,NULL,3
VB,JJ,IN,NP,3
IN,JJ,NNS,RB,6
TO,JJR,NNS,VBG,6
NN,VBZ,IN,NN,5
NP,POS,``,JJR,5
TO,VB,NNS,JJR,6
CC,NN,CC,NN,5
NN,IN,NNS,NP,6
CC,JJR,NNS,IN,6
CC,NN,VBD,IN,5
NNS,IN,X,VBZ,4
DT,JJS,NULL,IN,4
DT,NN,IN,NP,5
AB,NN,IN,NP,5
AB,NN,IN,NP,5
VB,JJ,RB,IN,3
JJ,JJ,NNS,IN,6
NN,POS,CC,IN,4
NN,POS,TO,VB,4
VBD,VBN,IN,DT,1
NP,VBD,IN,NP,1
VB,JJ,IN,NNS,1
IN,NP,NNS,CC,6
IN,DT,NN,NN,6
TO,VB,NNS,X,6
IN,JJ,NNS,VBZ,6
IN,JJ,NNS,CC,6
AB,NN,VBN,IN,5
POS,IN,TO,DT,2
CC,NULL,IN,NN,1
MD,VB,NNS,IN,6
VBN,RB,IN,DT,1
IN,JJ,NNS,CC,6
POS,NP,VBZ,TO,3
NN,IN,IN,NN,5
NULL,JJ,NNS,JJ,6
NNS,RB,IN,DT,6
CC,VBN,X,NULL,6
NNS,DT,IN,DT,6
IN,DT,IN,DT,4
IN,DT,IN,DT,4
RB,VBN,VBD,TO,5
NN,JJ,IN,NP,5
NP,VBZ,IN,AB,6
DT,JJS,IN,NULL,4
DT,JJR,X,VBG,4
POS,),VBG,NP,4
DT,JJ,NN,VBD,6
VB,DT,VBN,IN,6
NULL,VBN,CC,NN,6
NN,CC,VBZ,RB,6
CC,DT,MD,VB,6
NULL,JJ,X,NULL,4
POS,JJS,NULL,IN,4
AB,NN,X,NULL,5
NP,JJ,NNS,RB,6
VBP,VBG,NNS,IN,6
VBN,VBG,NNS,IN,6
NN,JJ,NNS,IN,6
AB,AB,NN,TO,6
JJ,JJ,NNS,IN,6
JJ,NN,X,NULL,3
JJ,NN,X,NULL,3
NN,IN,NULL,IN,4
CC,NULL,VBZ,VBG,1
IN,NN,IN,JJ,1
AB,NN,CC,VBG,5
VB,JJR,NNS,IN,6
NN,IN,IN,NNS,1
VB,RP,NNS,RBR,6
JJ,JJ,NN,NNS,6
VBP,VBG,NNS,IN,6
NNS,NP,IN,DT,1
IN,NP,NN,NNS,6
IN,VBG,NNS,X,6
IN,JJ,NNS,VBP,6
NNS,POS,NNS,X,6
IN,VBG,NNS,CC,6
VB,JJ,TO,VB,4
JJ,JJ,VBG,NP,3
AB,NN,IN,AB,5
CC,VBG,VBG,NP,5
JJ,NULL,VBD,AB,5
NN,IN,NNS,MD,6
AB,NN,IN,JJ,5
NULL,VBG,IN,DT,5
NP,DT,IN,NP,5
AB,NN,IN,NULL,5
NNS,POS,X,NULL,1
NN,JJ,IN,NULL,5
CC,NN,X,NULL,5
NN,POS,MD,VB,4
NN,IN,IN,NN,5
VB,JJ,NNS,X,6
JJR,JJ,NNS,RB,6
NN,IN,NNS,NNS,6
IN,DT,NN,NN,6
VBD,NULL,IN,VBG,1
NP,VBG,TO,VBG,5
JJ,NN,IN,NP,5
JJ,NULL,IN,DT,5
NP,JJ,VBD,JJ,5
IN,JJ,VBD,RB,5
NP,JJ,IN,DT,5
IN,JJ,IN,DT,5
NNS,JJ,IN,NP,5
JJ,NULL,IN,NP,5
NULL,JJ,VB,AB,5
JJ,NULL,IN,NP,5
JJ,NULL,VBZ,DT,5
IN,JJ,VBZ,NN,5
IN,JJ,IN,JJ,5
VBZ,JJ,NNS,IN,5
AB,JJ,IN,AB,5
NN,JJ,VBD,RB,5
DT,JJ,NN,IN,5
DT,JJ,IN,NN,1
NN,IN,IN,NULL,4
VB,DT,IN,VBG,1
IN,NULL,NNS,DT,6
DT,JJ,NN,IN,6
RB,VBP,NNS,IN,6
NN,IN,NNS,VBD,6
NULL,JJ,NN,DT,4
VB,TO,NNS,X,6
MD,VB,NNS,IN,6
JJ,IN,NNS,VB,6
JJR,IN,IN,PP,6
PP,VB,NNS,VBP,6
NN,NN,IN,NN,5
POS,NN,NNS,MD,6
VBZ,VBD,NNS,AB,6
VBD,IN,NNS,MD,6
TO,VB,NNS,RB,6
IN,JJR,NNS,MD,6
TO,JJ,NNS,X,6
JJ,NULL,NNS,IN,6
DT,VBN,NNS,X,6
NN,IN,IN,DT,6
JJ,NN,IN,NP,5
NN,POS,VBD,JJ,1
JJ,JJ,NNS,IN,6
NN,VBZ,IN,JJ,5
DT,JJR,NN,CC,6
IN,WDT,MD,VB,6
WDT,VB,IN,DT,6
TO,VB,NNS,TO,6
NN,IN,NNS,X,6
NN,JJR,NNS,VB,6
IN,JJ,NNS,NNS,6
IN,IN,NNS,TO,6
NN,CC,VBG,TO,6
IN,NULL,NNS,X,6
IN,JJ,NNS,X,3
NNS,POS,IN,NP,1
POS,JJ,IN,NP,4
NN,IN,VBD,RB,4
VBD,NULL,IN,IN,5
DT,NP,NN,NNS,6
NNS,VBN,IN,NN,1
CC,JJ,X,NULL,5
JJ,JJ,NNS,CC,6
CC,JJR,NNS,NNS,6
VBP,NN,VBG,NP,1
NN,IN,IN,JJ,1
JJ,JJ,IN,JJ,1
NN,IN,NN,NN,6
IN,NP,NN,NNS,6
JJR,JJ,NNS,IN,6
JJ,JJ,X,NULL,5
TO,NN,VBD,TO,5
NN,NN,IN,NP,5
IN,NP,VBZ,NN,1
DT,JJ,VBZ,VBN,4
MD,VB,NNS,X,6
NP,JJ,NNS,VBP,6
IN,VBG,NNS,RB,6
VB,JJ,NNS,CC,6
AB,NN,IN,DT,5
NULL,NN,X,NULL,5
VBZ,VBG,IN,JJ,1
AB,NN,PP,VBN,5
WDT,VBZ,IN,JJ,5
NNS,IN,NNS,CC,6
JJ,NN,X,NULL,1
RB,VBG,IN,DT,1
NN,JJ,IN,DT,1
NN,IN,IN,NP,1
MD,VB,NNS,RB,6
VBN,DT,IN,NN,1
VBD,DT,IN,JJ,1
VBP,NULL,X,AB,5
JJ,NN,IN,NP,3
NNS,CC,X,DT,3
JJ,JJ,NNS,IN,6
NNS,IN,NNS,VBD,6
TO,VB,NNS,IN,6
NP,NP,CC,DT,4
CC,NN,X,NULL,5
VB,RB,NNS,DT,6
IN,JJ,NNS,CC,6
DT,JJ,NN,IN,6
NULL,JJ,IN,NP,1
DT,JJ,TO,VB,4
AB,NN,NN,IN,6
POS,JJS,X,NULL,4
MD,VB,NNS,IN,6
IN,JJ,IN,NP,4
IN,JJ,VBP,DT,4
DT,JJ,IN,DT,5
DT,JJ,NN,CC,6
DT,JJ,NNS,PP,6
RB,NULL,NNS,VBP,6
NNS,IN,X,NULL,6
VB,DT,IN,NP,5
DT,RBS,IN,DT,1
VBZ,VBN,IN,DT,1
AB,NN,IN,NP,5
DT,NN,IN,DT,5
VBN,CC,NNS,VBP,6
TO,VB,NNS,DT,6
IN,JJR,NNS,WDT,6
NNS,POS,DT,JJ,4
NN,IN,CC,NN,6
NNS,IN,NNS,X,6
JJ,NN,IN,DT,5
CC,JJ,TO,DT,6
JJ,IN,NNS,MD,6
VBP,JJR,NNS,DT,6
JJ,NP,NNS,VBP,6
VBG,JJR,NNS,IN,6
VBP,JJR,NNS,VBZ,6
VB,RP,NNS,X,6
NNS,NN,NNS,VB,6
JJ,IN,NNS,MD,6
IN,DT,VBN,X,1
CC,NN,X,NULL,4
TO,VB,RB,NP,6
NN,IN,WDT,VBZ,5
DT,VBG,CC,VB,5
VBD,JJ,IN,VBG,1
PP,VBD,NNS,X,6
PP,VBD,NNS,X,6
TO,VB,NNS,TO,6
NN,IN,NN,NNS,6
VB,JJ,X,NULL,3
IN,JJ,IN,NP,5
JJ,NN,IN,NP,5
NN,NN,IN,NP,5
AB,IN,JJ,NN,6
IN,NULL,IN,NP,5
NNS,CC,IN,DT,6
AB,NN,IN,NP,5
DT,NN,PP,VBN,5
NP,NULL,IN,NP,1
VBD,DT,NNS,IN,6
NP,NULL,VBD,RB,1
CC,JJ,NNS,JJ,6
IN,VBG,NNS,JJ,6
DT,JJ,CC,VBG,4
JJ,VBN,X,NN,4
NP,JJ,NNS,VBD,6
RP,NN,NNS,DT,6
NP,JJ,NNS,VBP,6
VBN,DT,IN,DT,5
NN,IN,IN,NP,1
VB,NULL,X,NULL,4
TO,NN,VBD,AB,5
TO,VB,NNS,VB,6
VBD,RP,NNS,TO,6
TO,NN,RB,VBD,5
IN,DT,NN,NULL,6
NULL,NULL,NNS,MD,6
NN,CC,CC,RB,6
NN,IN,IN,NN,5
NULL,JJ,TO,VB,4
NN,IN,IN,NN,5
TO,VB,X,NULL,1
VBD,JJ,IN,NNS,1
DT,JJS,IN,NNS,4
IN,VBG,NNS,IN,6
WDT,VBZ,IN,NN,5
NN,IN,VBG,NPS,5
NN,IN,NULL,NP,1
``,NN,NULL,MD,4
JJ,NULL,IN,DT,5
NN,JJ,VBD,TO,5
NP,JJ,VBD,AB,5
JJ,NULL,VBZ,DT,5
IN,JJ,JJ,IN,5
IN,JJ,IN,JJ,5
NN,JJ,NN,VBD,5
NN,JJ,NN,X,5
IN,JJ,NN,VBD,5
DT,JJ,NN,IN,5
DT,JJ,IN,PP,1
TO,NN,VBD,AB,5
JJ,NP,NNS,CC,6
NNS,RB,NNS,CC,6
NULL,JJ,NNS,VBD,6
AB,NN,NN,X,6
NN,VBP,NNS,IN,6
POS,JJ,VBP,RB,3
NNS,NN,VBD,NN,5
POS,JJ,TO,VBP,4
NP,POS,IN,NP,1
TO,VB,IN,DT,1
NP,JJR,NNS,X,6
NULL,JJ,NNS,IN,6
CC,JJ,NNS,VBD,6
NP,IN,NNS,IN,6
VBD,NULL,RBR,DT,1
AB,NN,X,RB,5
NP,POS,IN,VBG,1
NN,IN,IN,NP,4
NN,IN,MD,VB,4
IN,DT,IN,VBG,4
TO,VB,IN,NN,6
VB,JJ,NNS,JJ,6
VB,JJ,NNS,RB,6
JJ,NN,IN,NP,5
VBD,JJ,NNS,JJ,6
RB,VB,NNS,JJR,6
DT,``,VBN,NULL,1
IN,DT,VBN,IN,6
VB,JJ,X,NULL,3
NP,VBZ,IN,JJ,5
RB,JJS,IN,NP,4
JJ,JJ,NNS,IN,6
VBZ,VBD,NNS,IN,6
JJR,CC,NNS,VBP,6
NN,IN,NNS,PP,6
CC,VB,NN,VB,6
NN,JJ,VBD,AB,5
NP,VBZ,IN,NNS,5
AB,NN,X,NULL,5
VB,JJ,X,NULL,3
DT,JJ,IN,JJ,4
IN,WP,NNS,X,6
DT,JJ,IN,JJ,5
RB,VBZ,IN,NNS,5
NN,NULL,IN,NP,5
VB,JJ,IN,EX,1
VB,NULL,IN,DT,1
NNS,POS,IN,VBG,4
CC,NULL,IN,VBG,4
NNS,CC,NNS,VBP,6
NN,IN,IN,NNS,5
IN,NULL,TO,NP,5
IN,JJ,NNS,X,6
NN,DT,NN,IN,6
JJR,JJ,NNS,PP,6
NULL,JJ,IN,NP,1
VBN,VBG,IN,NP,5
NN,VBZ,IN,NN,5
NN,IN,CC,NN,4
IN,JJ,IN,NN,2
IN,VBG,NNS,VBG,6
IN,JJR,NNS,X,6
DT,NN,IN,DT,5
TO,VB,NNS,IN,6
JJ,NP,NNS,X,6
NN,CC,X,NULL,6
DT,NN,MD,NN,5
MD,VB,NNS,NN,6
VBP,DT,NN,NN,6
JJ,JJ,X,NULL,4
NNS,VB,NNS,IN,6
NNS,RB,CC,NNS,6
VBG,NULL,NNS,IN,6
NNS,RB,CC,NNS,6
NULL,NULL,NNS,RB,6
VB,NULL,TO,NP,5
VBG,DT,IN,NP,5
DT,VBN,IN,NN,1
CC,NP,TO,VB,5
DT,NP,IN,JJ,5
IN,JJ,NNS,X,6
NNS,CC,NNS,IN,6
CC,VBN,MD,VB,6
CC,JJ,NNS,VBD,6
RBR,NN,NNS,VBD,1
IN,JJR,NNS,NNS,6
RB,VBD,IN,IN,1
JJ,JJ,X,NULL,1
NN,POS,IN,DT,1
IN,DT,NN,NN,6
MD,VB,NNS,DT,6
JJ,JJ,IN,DT,1
DT,JJ,VBD,VBG,1
VBD,DT,IN,DT,1
NNS,IN,NNS,X,6
VBD,JJ,NNS,RB,6
JJR,NP,NNS,MD,6
NULL,JJ,VBZ,DT,3
VB,VBN,IN,DT,1
VB,NULL,NNS,IN,6
AB,NN,NN,X,6
AB,CC,CC,NNS,6
CC,JJ,IN,DT,5
NN,IN,NNS,IN,6
JJ,NULL,NNS,RB,6
TO,VB,NNS,IN,6
CC,VBN,TO,NP,6
NP,VBZ,IN,NN,5
VB,NULL,IN,NP,5
JJ,JJ,NNS,IN,6
AB,JJ,NNS,NP,3
VBN,JJ,NNS,IN,3
JJ,NN,X,NULL,3
CC,VB,NNS,X,6
WDT,VBZ,IN,JJ,5
IN,JJ,NNS,RB,6
NULL,NULL,IN,DT,6
DT,JJ,NN,NNS,6
NN,JJ,NN,NNS,6
VBN,VBG,DT,NN,6
CC,NN,VBD,AB,5
RB,JJR,NNS,CC,6
IN,VBG,NNS,X,6
VBD,VBG,NNS,RB,6
CC,NN,CC,NN,5
RB,JJ,NNS,X,6
NN,IN,IN,VBG,1
NP,POS,VBP,NN,5
AB,NN,IN,DT,5
NP,NN,X,NULL,5
POS,JJS,NULL,IN,4
JJ,JJ,NNS,IN,6
RB,VBN,VB,NN,3
VBP,DT,X,NULL,3
AB,AB,NN,IN,6
TO,VB,NNS,X,6
IN,DT,NN,RB,6
TO,VB,NNS,TO,6
NN,CC,NNS,IN,6
VBN,NN,IN,NP,5
VB,DT,NN,RB,6
DT,JJR,NNS,NNS,6
NULL,JJS,IN,NN,4
IN,NNS,CC,JJ,6
VBZ,RB,NNS,X,6
NN,IN,NNS,IN,6
AB,AB,CC,NN,6
TO,VB,RB,NP,6
IN,DT,NN,VBZ,6
AB,IN,NN,IN,6
VBZ,VBN,IN,DT,1
VBG,JJR,IN,RB,1
NN,IN,X,NULL,1
JJ,NULL,NN,NNS,6
NNS,JJ,NNS,VBP,6
DT,JJ,NNS,VBP,6
IN,JJ,NNS,RB,6
NNS,CC,IN,NN,5
VB,DT,JJ,NP,5
IN,NP,VBD,PP,5
IN,NN,NNS,IN,6
JJ,IN,NNS,VBG,6
CC,JJ,NNS,VBD,6
VBD,NP,IN,IN,1
VBN,NN,IN,NNS,1
IN,JJ,NNS,VBZ,6
IN,VBN,NN,NNS,6
JJR,NULL,NNS,RB,6
IN,NP,NNS,NN,6
TO,VB,NNS,IN,6
VBP,NULL,X,NULL,4
IN,JJ,TO,DT,2
DT,JJ,RB,IN,4
VBN,NN,VBZ,IN,5
DT,JJ,NN,VBD,6
IN,JJ,CC,NN,1
CC,NN,VBZ,IN,5
TO,VBG,NNS,JJ,6
VBD,JJ,NNS,TO,6
JJ,NULL,NNS,VBP,6
VB,NULL,NN,X,6
``,JJ,NNS,VBD,6
CC,NULL,IN,VBG,1
VB,JJ,X,NULL,3
NP,POS,IN,VBG,1
JJ,NULL,NNS,VBD,6
MD,VB,NNS,TO,6
DT,JJ,CC,DT,5
RB,JJR,NNS,RB,6
VBZ,DT,IN,JJ,1
CC,NN,IN,DT,5
AB,NN,IN,NP,5
NULL,JJ,IN,NP,5
NULL,NN,VBG,NP,5
JJ,NULL,NNS,IN,6
VB,JJ,X,NULL,3
NN,CC,NNS,VBG,6
JJ,NN,IN,NULL,5
POS,JJ,X,NULL,4
CC,JJR,IN,NN,1
``,VB,NNS,IN,6
IN,JJ,NULL,NP,4
DT,NULL,IN,NP,5
NULL,JJ,IN,NN,1
IN,JJ,X,NULL,1
RBS,NULL,NN,NNS,6
NN,IN,X,NULL,6
NN,CC,IN,DT,6
JJ,JJ,NNS,IN,6
VBZ,DT,X,RB,5
CC,JJ,NNS,CC,6
AB,NN,IN,NP,5
NNS,IN,IN,JJ,1
RB,NN,IN,DT,1
VB,JJ,X,NULL,3
NN,POS,NN,X,6
VBG,JJ,X,NULL,6
NN,POS,NNS,X,6
POS,NN,IN,DT,5
NNS,RB,CC,NN,6
VBN,NN,IN,NN,1
NN,IN,NN,NNS,6
TO,VB,NNS,VBG,6
CC,VBP,IN,AB,6
VB,DT,NN,JJ,6
AB,NN,JJ,X,5
AB,IN,NNS,IN,6
CC,JJ,IN,NP,6
VBN,JJ,RB,NP,6
AB,NN,IN,NP,5
NNS,POS,X,NULL,3
VB,JJR,IN,VBN,1
DT,JJ,IN,JJ,1
IN,NULL,IN,DT,1
TO,VB,NNS,IN,6
PP,VBD,X,NULL,1
VBD,VBG,NNS,JJR,6
VBG,JJ,NNS,TO,6
JJ,NN,IN,NP,5
DT,NN,IN,DT,5
IN,NP,X,NULL,1
JJ,NN,IN,NULL,5
VBZ,VBN,IN,VBG,1
RB,VBZ,IN,NN,5
VBD,DT,NN,RB,6
VBN,DT,IN,NULL,6
DT,JJ,RB,NP,6
TO,VB,NNS,IN,6
IN,NP,NNS,TO,6
CC,JJ,NNS,IN,6
NP,NN,NN,IN,6
NNS,IN,NNS,IN,6
``,JJ,NULL,NNS,3
NN,IN,VBN,IN,6
JJ,JJ,NNS,IN,6
AB,NN,IN,NP,5
VBN,DT,VBG,NP,1
VB,DT,IN,NNS,4
IN,DT,IN,DT,4
TO,VB,NNS,IN,6
IN,NULL,NNS,X,6
VB,DT,IN,VBG,1
DT,JJR,NN,X,6
NULL,JJ,NNS,X,6
DT,JJ,NNS,VBN,6
TO,VB,NNS,IN,6
NN,IN,NNS,CC,6
AB,IN,NNS,DT,6
VB,NULL,NN,X,6
IN,DT,PP,VBP,6
NNS,POS,NULL,PP,4
VB,NULL,IN,NN,5
IN,NULL,IN,VBG,1
CC,JJR,NNS,X,6
RB,JJ,NNS,VBP,6
JJ,NN,NNS,RB,6
VB,VBN,IN,NN,1
VBZ,VBG,IN,JJ,1
VBZ,VBN,IN,DT,1
DT,JJ,NN,RB,6
AB,NN,IN,DT,5
NNS,CC,IN,DT,5
IN,VBN,IN,NN,1
DT,JJ,NN,RB,6
WRB,DT,VBD,VBN,6
RB,IN,NN,NNS,6
NULL,NULL,NNS,RB,6
VB,VBN,IN,VBG,1
NNS,IN,VBP,JJ,1
JJ,NN,IN,DT,1
NULL,JJ,IN,NN,5
AB,NN,IN,NP,5
NN,CC,NNS,IN,6
RP,JJ,IN,DT,1
NN,POS,IN,DT,1
VB,NULL,NNS,X,6
NN,IN,NNS,CC,6
NN,IN,NNS,CC,6
TO,VB,NNS,MD,6
NN,IN,NNS,IN,6
CC,JJ,IN,NP,5
NN,IN,X,NULL,1
``,JJR,NNS,CC,6
IN,JJR,NNS,IN,6
NP,POS,VBP,DT,5
POS,NN,VBP,X,3
NP,JJ,X,NULL,4
JJ,JJ,IN,MD,4
IN,JJ,IN,NP,5
